Code,Year,GDP Per Capita,,
PRT,1977,11422,,
PRI,1977,11832,,
QAT,1977,45999,,
ROU,1977,6322.24,,
RUS,1977,11692,,
RWA,1977,1409,,
LCA,1977,3027,,
STP,1977,2911,,
SAU,1977,20824,,
SEN,1977,2236,,
SRB,1977,9529,,
SYC,1977,5491,,
SLE,1977,1495,,
SGP,1977,10790,,
SVN,1977,18595,,
ZAF,1977,6623,,
KOR,1977,5367.795,,
ESP,1977,13335.212,,
LKA,1977,2582,,
SWE,1977,22322,,
CHE,1977,25430.568,,
SYR,1977,9094,,
TWN,1977,6752,,
TZA,1977,993,,
THA,1977,3585,,
TGO,1977,1543,,
TTO,1977,16412,,
TUN,1977,4132,,
TUR,1977,6271,,
OWID_USS,1977,10288,,
UGA,1977,1207,,
ARE,1977,41915,,
GBR,1977,19740,,
USA,1977,28001,,
URY,1977,8950,,
VEN,1977,17693,,
VNM,1977,1304,,
YEM,1977,3446,,
OWID_YGS,1977,8780,,
ZMB,1977,1578,,
ZWE,1977,1946,,
AFG,1978,1070,,
ALB,1978,3696,,
DZA,1978,4812,,
AGO,1978,1530,,
ARG,1978,12444,,
AUS,1978,21948,,
AUT,1978,20293,,
BHR,1978,7037,,
BGD,1978,878,,
BRB,1978,11014,,
BEL,1978,21605,,
BEN,1978,1519,,
BOL,1978,4328,,
BIH,1978,5977,,
BWA,1978,2005,,
BRA,1978,7425,,
BGR,1978,9594,,
BFA,1978,1189,,
BDI,1978,1042,,
KHM,1978,1291,,
CMR,1978,1744,,
CAN,1978,24994,,
CPV,1978,1275,,
CAF,1978,1398,,
TCD,1978,808,,
CHL,1978,7936,,
CHN,1978,1744,,
COL,1978,6443,,
COM,1978,964,,
COG,1978,2595,,
CRI,1978,7763,,
CIV,1978,3202,,
HRV,1978,13265,,
CUB,1978,4114,,
CYP,1978,8257,,
CZE,1978,12055,,
OWID_CZS,1978,12411,,
COD,1978,993,,
DNK,1978,23632,,
DJI,1978,3419,,
DMA,1978,2365,,
DOM,1978,3583,,
ECU,1978,6314,,
EGY,1978,2939,,
SLV,1978,4375,,
GNQ,1978,3451,,
SWZ,1978,3030,,
ETH,1978,952,,
FIN,1978,18425,,
,1978,1766,,
FRA,1978,22698,,
GAB,1978,8013,,
GMB,1978,1446,,
DEU,1978,21447,,
GHA,1978,2008,,
GRC,1978,13860,,
GTM,1978,6156,,
GIN,1978,897,,
GNB,1978,1465,,
HTI,1978,1859,,
HND,1978,3346,,
HKG,1978,14689,,
HUN,1978,9967,,
ISL,1978,22579,,
IND,1978,1540,,
IDN,1978,2727,,
IRN,1978,8710,,
IRQ,1978,9075,,
IRL,1978,13150,,
ISR,1978,16139,,
ITA,1978,19230,,
JAM,1978,5482,,
JPN,1978,20060,,
JOR,1978,5926,,
KEN,1978,1656,,
KWT,1978,26363,,
LAO,1978,991,,
LBN,1978,4218,,
LSO,1978,1934,,
LBR,1978,4463,,
LBY,1978,8730,,
LUX,1978,24331,,
MDG,1978,1604,,
MWI,1978,1015,,
MYS,1978,5214,,
MLI,1978,1101,,
MLT,1978,8080,,
MRT,1978,1581,,
MUS,1978,7763,,
MEX,1978,8690,,
MNG,1978,1537,,
MNE,1978,6583,,
MAR,1978,3298,,
MOZ,1978,1969,,
MMR,1978,1205,,
NAM,1978,6027,,
NPL,1978,1105,,
NLD,1978,22992,,
NZL,1978,19182,,
NIC,1978,4771,,
NER,1978,1205,,
NGA,1978,2028,,
MKD,1978,9341,,
NOR,1978,22061,,
OMN,1978,6513,,
PAK,1978,1720,,
PSE,1978,4874,,
PAN,1978,5946,,
PRY,1978,4302,,
PER,1978,6454,,
PHL,1978,3606,,
POL,1978,9741,,
PRT,1978,11700,,
PRI,1978,12463,,
QAT,1978,47072,,
ROU,1978,6476.1567,,
RUS,1978,11829,,
RWA,1978,1495,,
LCA,1978,3196,,
STP,1978,2909,,
SAU,1978,20593,,
SEN,1978,2082,,
SRB,1978,9958,,
SYC,1978,5906,,
SLE,1978,1524,,
SGP,1978,11588,,
SVN,1978,20014,,
ZAF,1978,6653,,
KOR,1978,5856.4966,,
ESP,1978,13568.676,,
LKA,1978,2694,,
SWE,1978,22646,,
CHE,1978,26158.8,,
SYR,1978,9561,,
TWN,1978,7519,,
TZA,1978,993,,
THA,1978,3861,,
TGO,1978,1650,,
TTO,1978,18042,,
TUN,1978,4304,,
TUR,1978,6350,,
OWID_USS,1978,10455,,
UGA,1978,1111,,
ARE,1978,35936,,
GBR,1978,20448,,
USA,1978,29286,,
URY,1978,9483,,
VEN,1978,17481,,
VNM,1978,1285,,
YEM,1978,3636,,
OWID_YGS,1978,9283,,
ZMB,1978,1541,,
ZWE,1978,1964,,
AFG,1979,1023,,
ALB,1979,3716,,
DZA,1979,5088,,
AGO,1979,1527,,
ARG,1979,13114,,
AUS,1979,22826,,
AUT,1979,21436,,
BHR,1979,6730,,
BGD,1979,894,,
BRB,1979,11837,,
BEL,1979,22094,,
BEN,1979,1594,,
BOL,1979,4227,,
BIH,1979,6376,,
BWA,1979,2184,,
BRA,1979,7736,,
BGR,1979,9954,,
BFA,1979,1173,,
BDI,1979,1011,,
KHM,1979,1325,,
CMR,1979,1785,,
CAN,1979,25775,,
CPV,1979,1301,,
CAF,1979,1326,,
TCD,1979,622,,
CHL,1979,8475,,
CHN,1979,1859,,
COL,1979,6658,,
COM,1979,1023,,
COG,1979,2807,,
CRI,1979,7905,,
CIV,1979,3139,,
HRV,1979,13994,,
CUB,1979,4183,,
CYP,1979,9011,,
CZE,1979,12164,,
OWID_CZS,1979,12439,,
COD,1979,961,,
DNK,1979,24409,,
DJI,1979,3308,,
DMA,1979,1932,,
DOM,1979,3649,,
ECU,1979,6472,,
EGY,1979,3076,,
SLV,1979,4194,,
GNQ,1979,2882,,
SWZ,1979,2990,,
ETH,1979,999,,
FIN,1979,19657,,
,1979,1524,,
FRA,1979,23326,,
GAB,1979,8091,,
GMB,1979,1360,,
DEU,1979,22305,,
GHA,1979,1929,,
GRC,1979,14193,,
GTM,1979,6298,,
GIN,1979,869,,
GNB,1979,1468,,
HTI,1979,1959,,
HND,1979,3382,,
HKG,1979,15903,,
HUN,1979,9964,,
ISL,1979,23443,,
IND,1979,1427,,
IDN,1979,2810,,
IRN,1979,7678,,
IRQ,1979,10769,,
IRL,1979,13335,,
ISR,1979,16761,,
ITA,1979,20275,,
JAM,1979,5318,,
JPN,1979,20982,,
JOR,1979,6247,,
KEN,1979,1651,,
KWT,1979,28174,,
LAO,1979,966,,
LBN,1979,4536,,
LSO,1979,1678,,
LBR,1979,4546,,
LBY,1979,9086,,
LUX,1979,24836,,
MDG,1979,1714,,
MWI,1979,1030,,
MYS,1979,5510,,
MLI,1979,1345,,
MLT,1979,8745,,
MRT,1979,1706,,
MUS,1979,7889,,
MEX,1979,9307,,
MNG,1979,1556,,
MNE,1979,6523,,
MAR,1979,3382,,
MOZ,1979,1937,,
MMR,1979,1240,,
NAM,1979,6073,,
NPL,1979,1106,,
NLD,1979,23347,,
NZL,1979,19580,,
NIC,1979,3405,,
NER,1979,1261,,
NGA,1979,2104,,
MKD,1979,9891,,
NOR,1979,22971,,
OMN,1979,6446,,
PAK,1979,1733,,
PSE,1979,4677,,
PAN,1979,6075,,
PRY,1979,4693,,
PER,1979,6664,,
PHL,1979,3703,,
POL,1979,9471,,
PRT,1979,12326,,
PRI,1979,13012,,
QAT,1979,45806,,
ROU,1979,6612.0225,,
RUS,1979,11867,,
RWA,1979,1584,,
LCA,1979,3247,,
STP,1979,3295,,
SAU,1979,20472,,
SEN,1979,2158,,
SRB,1979,10772,,
SYC,1979,6709,,
SLE,1979,1572,,
SGP,1979,12521,,
SVN,1979,21367,,
ZAF,1979,6746,,
KOR,1979,6265.886,,
ESP,1979,13678.094,,
LKA,1979,2815,,
SWE,1979,23465,,
CHE,1979,26641.096,,
SYR,1979,9580,,
TWN,1979,7967,,
TZA,1979,977,,
THA,1979,3979,,
TGO,1979,1698,,
TTO,1979,18568,,
TUN,1979,4481,,
TUR,1979,6204,,
OWID_USS,1979,10316,,
UGA,1979,966,,
ARE,1979,39534,,
GBR,1979,20988,,
USA,1979,29949,,
URY,1979,9966,,
VEN,1979,17135,,
VNM,1979,1267,,
YEM,1979,3733,,
OWID_YGS,1979,9873,,
ZMB,1979,1451,,
ZWE,1979,1930,,
AFG,1980,1019,,
ALB,1980,3741,,
DZA,1980,5024,,
AGO,1980,1532,,
ARG,1980,13080,,
ARM,1980,9291,,
AUS,1980,22972,,
AUT,1980,21932,,
AZE,1980,7165,,
BHR,1980,6994,,
BGD,1980,875,,
BRB,1980,12318,,
BLR,1980,9487,,
BEL,1980,23060,,
BEN,1980,1691,,
BOL,1980,4100,,
BIH,1980,6588,,
BWA,1980,2348,,
BRA,1980,8249,,
BGR,1980,9634,,
BFA,1980,1165,,
BDI,1980,952,,
KHM,1980,1320,,
CMR,1980,1900,,
CAN,1980,25784,,
CPV,1980,1352,,
CAF,1980,1234,,
TCD,1980,583,,
CHL,1980,9024,,
CHN,1980,1930,,
COL,1980,6786,,
COM,1980,1065,,
COG,1980,3075,,
CRI,1980,7828,,
CIV,1980,3253,,
HRV,1980,14193,,
CUB,1980,4106,,
CYP,1980,9451,,
CZE,1980,12336,,
OWID_CZS,1980,12723,,
COD,1980,953,,
DNK,1980,24272,,
DJI,1980,3167,,
DMA,1980,2219,,
DOM,1980,3781,,
,1980,4191.3184,,
,1980,9783.951,,
ECU,1980,6582,,
EGY,1980,3298,,
SLV,1980,3781,,
GNQ,1980,2613,,
EST,1980,15044,,
SWZ,1980,2946,,
ETH,1980,1033,,
FIN,1980,20640,,
,1980,1484,,
FRA,1980,23537,,
GAB,1980,8402,,
GMB,1980,1325,,
GEO,1980,10519,,
DEU,1980,22497,,
GHA,1980,1844,,
GRC,1980,14300,,
GTM,1980,6384,,
GIN,1980,872,,
GNB,1980,1207,,
HTI,1980,2063,,
HND,1980,3282,,
HKG,1980,17086,,
HUN,1980,10052,,
ISL,1980,24528,,
IND,1980,1495,,
IDN,1980,2981,,
IRN,1980,6334,,
IRQ,1980,10165,,
IRL,1980,13614,,
ISR,1980,17508,,
ITA,1980,20959,,
JAM,1980,4975,,
JPN,1980,21404,,
JOR,1980,7141,,
KAZ,1980,11899,,
KEN,1980,1675,,
KWT,1980,21154,,
KGZ,1980,5848,,
LAO,1980,1054,,
,1980,8611.507,,
LVA,1980,13739,,
LBN,1980,4608,,
LSO,1980,1589,,
LBR,1980,4138,,
LBY,1980,8741,,
LTU,1980,12734,,
LUX,1980,24951,,
MDG,1980,1680,,
MWI,1980,1004,,
MYS,1980,5829,,
MLI,1980,1168,,
MLT,1980,8920,,
MRT,1980,1682,,
MUS,1980,6970,,
MEX,1980,9929,,
,1980,6731.1772,,
MDA,1980,9078,,
MNG,1980,1618,,
MNE,1980,7992,,
MAR,1980,3622,,
MOZ,1980,1945,,
MMR,1980,1320,,
NAM,1980,6293,,
NPL,1980,1057,,
NLD,1980,23438,,
NZL,1980,19681,,
NIC,1980,3414,,
NER,1980,1291,,
NGA,1980,2080,,
MKD,1980,9899,,
NOR,1980,24031,,
OMN,1980,6491,,
PAK,1980,1851,,
PSE,1980,5239,,
PAN,1980,6849,,
PRY,1980,5113,,
PER,1980,6795,,
PHL,1980,3787,,
POL,1980,9149,,
PRT,1980,12822,,
PRI,1980,13040,,
QAT,1980,45860,,
ROU,1980,6591.6367,,
RUS,1980,12204,,
RWA,1980,1672,,
LCA,1980,3011,,
STP,1980,3182,,
SAU,1980,21068,,
SEN,1980,2021,,
SRB,1980,10724,,
SYC,1980,6424,,
SLE,1980,1584,,
SGP,1980,13601,,
SVN,1980,21151,,
ZAF,1980,6998,,
KOR,1980,6064.04,,
,1980,1897.4258,,
ESP,1980,14005.935,,
LKA,1980,2917,,
,1980,2036.6299,,
SWE,1980,23809,,
CHE,1980,27405.73,,
SYR,1980,10374,,
TWN,1980,8384,,
TJK,1980,5746,,
TZA,1980,958,,
THA,1980,4071,,
TGO,1980,1572,,
TTO,1980,19734,,
TUN,1980,4693,,
TUR,1980,6070,,
TKM,1980,6763,,
OWID_USS,1980,10245,,
UGA,1980,912,,
UKR,1980,8467,,
ARE,1980,44168,,
GBR,1980,20612,,
USA,1980,29611,,
URY,1980,10546,,
UZB,1980,7453,,
VEN,1980,16270,,
VNM,1980,1207,,
,1980,20870.26,"United States, Canada, Australia and New Zealand",
,1980,28786.756,,
OWID_WRL,1980,7239.1943,,
YEM,1980,3650,,
OWID_YGS,1980,10037,,
ZMB,1980,1452,,
ZWE,1980,2064,,
AFG,1981,1144,,
ALB,1981,3762,,
DZA,1981,4991,,
AGO,1981,1471,,
ARG,1981,12125,,
ARM,1981,9548,,
AUS,1981,23368,,
AUT,1981,21866,,
AZE,1981,7490,,
BHR,1981,6875,,
BGD,1981,878,,
BRB,1981,12065,,
BLR,1981,9844,,
BEL,1981,22760,,
BEN,1981,1733,,
BOL,1981,4060,,
BIH,1981,6762,,
BWA,1981,2528,,
BRA,1981,7709,,
BGR,1981,9860,,
BFA,1981,1186,,
BDI,1981,1014,,
KHM,1981,1301,,
CMR,1981,2153,,
CAN,1981,26256,,
CPV,1981,1447,,
CAF,1981,1219,,
TCD,1981,521,,
CHL,1981,9427,,
CHN,1981,1962,,
COL,1981,6782,,
COM,1981,1081,,
COG,1981,3625,,
CRI,1981,7461,,
CIV,1981,3242,,
HRV,1981,14182,,
CUB,1981,4420,,
CYP,1981,9631,,
CZE,1981,12306,,
OWID_CZS,1981,12612,,
COD,1981,950,,
DNK,1981,24063,,
DJI,1981,3091,,
DMA,1981,2499,,
DOM,1981,3846,,
ECU,1981,6664,,
EGY,1981,3309,,
SLV,1981,3507,,
GNQ,1981,2603,,
EST,1981,15478,,
SWZ,1981,3049,,
ETH,1981,1009,,
FIN,1981,20935,,
,1981,1466,,
FRA,1981,23655,,
GAB,1981,8625,,
GMB,1981,1521,,
GEO,1981,11053,,
DEU,1981,22553,,
GHA,1981,1820,,
GRC,1981,14180,,
GTM,1981,6256,,
GIN,1981,859,,
GNB,1981,1173,,
HTI,1981,1964,,
HND,1981,3231,,
HKG,1981,18301,,
HUN,1981,10123,,
ISL,1981,25284,,
IND,1981,1557,,
IDN,1981,3119,,
IRN,1981,5887,,
IRQ,1981,8035,,
IRL,1981,13893,,
ISR,1981,18103,,
ITA,1981,21041,,
JAM,1981,5040,,
JPN,1981,21924,,
JOR,1981,7176,,
KAZ,1981,11604,,
KEN,1981,1647,,
KWT,1981,16402,,
KGZ,1981,5789,,
LAO,1981,1199,,
LVA,1981,13970,,
LBN,1981,4549,,
LSO,1981,1564,,
LBR,1981,3862,,
LBY,1981,6760,,
LTU,1981,13190,,
LUX,1981,25136,,
MDG,1981,1492,,
MWI,1981,925,,
MYS,1981,6095,,
MLI,1981,1111,,
MLT,1981,9224,,
MRT,1981,1714,,
MUS,1981,7264,,
MEX,1981,10538,,
MDA,1981,9538,,
MNG,1981,1714,,
MNE,1981,7635,,
MAR,1981,3457,,
MOZ,1981,1940,,
MMR,1981,1369,,
NAM,1981,6271,,
NPL,1981,1119,,
NLD,1981,23153,,
NZL,1981,20537,,
NIC,1981,3480,,
NER,1981,1277,,
NGA,1981,1855,,
MKD,1981,9937,,
NOR,1981,24179,,
OMN,1981,7210,,
PAK,1981,1924,,
PSE,1981,4811,,
PAN,1981,7313,,
PRY,1981,5424,,
PER,1981,6921,,
PHL,1981,3819,,
POL,1981,8584,,
PRT,1981,12934,,
PRI,1981,13061,,
QAT,1981,37307,,
ROU,1981,6514.127,,
RUS,1981,12274,,
RWA,1981,1706,,
LCA,1981,3051,,
STP,1981,2783,,
SAU,1981,21393,,
SEN,1981,1943,,
SRB,1981,10888,,
SYC,1981,5928,,
SLE,1981,1615,,
SGP,1981,14335,,
SVN,1981,20929,,
ZAF,1981,7141,,
KOR,1981,6398.851,,
ESP,1981,13895.314,,
LKA,1981,3049,,
SWE,1981,23777,,
CHE,1981,27729.586,,
SYR,1981,10984,,
TWN,1981,8749,,
TJK,1981,5622,,
TZA,1981,920,,
THA,1981,4230,,
TGO,1981,1423,,
TTO,1981,20298,,
TUN,1981,4830,,
TUR,1981,6201,,
TKM,1981,6666,,
OWID_USS,1981,10254,,
UGA,1981,923,,
UKR,1981,8695,,
ARE,1981,42456,,
GBR,1981,20319,,
USA,1981,30056,,
URY,1981,10643,,
UZB,1981,7527,,
VEN,1981,15750,,
VNM,1981,1223,,
YEM,1981,3767,,
OWID_YGS,1981,10106,,
ZMB,1981,1492,,
ZWE,1981,2243,,
AFG,1982,1270,,
ALB,1982,3783,,
DZA,1982,5145,,
AGO,1982,1374,,
ARG,1982,11550,,
ARM,1982,9809,,
AUS,1982,22972,,
AUT,1982,22254,,
AZE,1982,7831,,
BHR,1982,7036,,
BGD,1982,869,,
BRB,1982,11424,,
BLR,1982,10217,,
BEL,1982,23071,,
BEN,1982,1862,,
BOL,1982,3816,,
BIH,1982,6841,,
BWA,1982,2640,,
BRA,1982,7587,,
BGR,1982,10154,,
BFA,1982,1183,,
BDI,1982,985,,
KHM,1982,1358,,
CMR,1982,2257,,
CAN,1982,25151,,
CPV,1982,1470,,
CAF,1982,1208,,
TCD,1982,524,,
CHL,1982,8016,,
CHN,1982,2128,,
COL,1982,6698,,
COM,1982,1124,,
COG,1982,4355,,
CRI,1982,6751,,
CIV,1982,3131,,
HRV,1982,14123,,
CUB,1982,4487,,
CYP,1982,10131,,
CZE,1982,12109,,
OWID_CZS,1982,12824,,
COD,1982,920,,
DNK,1982,24807,,
DJI,1982,3043,,
DMA,1982,2592,,
DOM,1982,3826,,
ECU,1982,6558,,
EGY,1982,3543,,
SLV,1982,3339,,
GNQ,1982,2533,,
EST,1982,15927,,
SWZ,1982,3005,,
ETH,1982,980,,
FIN,1982,21495,,
,1982,1599,,
FRA,1982,24120,,
GAB,1982,8099,,
GMB,1982,1581,,
GEO,1982,11611,,
DEU,1982,22380,,
GHA,1982,1661,,
GRC,1982,14153,,
GTM,1982,5903,,
GIN,1982,858,,
GNB,1982,1195,,
HTI,1982,1855,,
HND,1982,3076,,
HKG,1982,18527,,
HUN,1982,10493,,
ISL,1982,25477,,
IND,1982,1570,,
IDN,1982,2941,,
IRN,1982,6535,,
IRQ,1982,7704,,
IRL,1982,14061,,
ISR,1982,18155,,
ITA,1982,21123,,
JAM,1982,5019,,
JPN,1982,22440,,
JOR,1982,7401,,
KAZ,1982,11322,,
KEN,1982,1680,,
KWT,1982,13845,,
KGZ,1982,5726,,
LAO,1982,1256,,
LVA,1982,14190,,
LBN,1982,2823,,
LSO,1982,1576,,
LBR,1982,3813,,
LBY,1982,6661,,
LTU,1982,13654,,
LUX,1982,25005,,
MDG,1982,1423,,
MWI,1982,904,,
MYS,1982,6303,,
MLI,1982,1030,,
MLT,1982,9526,,
MRT,1982,1548,,
MUS,1982,7563,,
MEX,1982,10240,,
MDA,1982,10026,,
MNG,1982,1814,,
MNE,1982,7790,,
MAR,1982,3725,,
MOZ,1982,1852,,
MMR,1982,1417,,
NAM,1982,6064,,
NPL,1982,1135,,
NLD,1982,22780,,
NZL,1982,20715,,
NIC,1982,3360,,
NER,1982,1231,,
NGA,1982,1784,,
MKD,1982,9977,,
NOR,1982,24141,,
OMN,1982,7651,,
PAK,1982,2002,,
PSE,1982,5088,,
PAN,1982,7444,,
PRY,1982,5230,,
PER,1982,6770,,
PHL,1982,3859,,
POL,1982,8429,,
PRT,1982,13198,,
PRI,1982,12511,,
QAT,1982,29046,,
ROU,1982,6490.4365,,
RUS,1982,12267,,
RWA,1982,1680,,
LCA,1982,3102,,
STP,1982,2817,,
SAU,1982,20535,,
SEN,1982,2168,,
SRB,1982,10949,,
SYC,1982,5786,,
SLE,1982,1610,,
SGP,1982,14687,,
SVN,1982,20535,,
ZAF,1982,6891,,
KOR,1982,6821.475,,
ESP,1982,14046.1045,,
LKA,1982,3151,,
SWE,1982,24002,,
CHE,1982,27660.95,,
SYR,1982,10817,,
TWN,1982,8910,,
TJK,1982,5498,,
TZA,1982,905,,
THA,1982,4375,,
TGO,1982,1323,,
TTO,1982,18771,,
TUN,1982,4713,,
TUR,1982,6381,,
TKM,1982,6575,,
OWID_USS,1982,10418,,
UGA,1982,972,,
UKR,1982,8934,,
ARE,1982,36635,,
GBR,1982,20650,,
USA,1982,29210,,
URY,1982,9578,,
UZB,1982,7594,,
VEN,1982,15423,,
VNM,1982,1293,,
YEM,1982,3724,,
OWID_YGS,1982,10080,,
ZMB,1982,1398,,
ZWE,1982,2240,,
AFG,1983,1347,,
ALB,1983,3805,,
DZA,1983,5243,,
AGO,1983,1288,,
ARG,1983,11775,,
ARM,1983,9865,,
AUS,1983,22697,,
AUT,1983,22944,,
AZE,1983,8010,,
BHR,1983,7240,,
BGD,1983,891,,
BRB,1983,11419,,
BLR,1983,10667,,
BEL,1983,23071,,
BEN,1983,1728,,
BOL,1983,3585,,
BIH,1983,6773,,
BWA,1983,2848,,
BRA,1983,7203,,
BGR,1983,9942,,
BFA,1983,1140,,
BDI,1983,991,,
KHM,1983,1412,,
CMR,1983,2345,,
CAN,1983,25625,,
CPV,1983,1588,,
CAF,1983,1105,,
TCD,1983,577,,
CHL,1983,7667,,
CHN,1983,2227,,
COL,1983,6655,,
COM,1983,1149,,
COG,1983,4473,,
CRI,1983,6743,,
CIV,1983,2901,,
HRV,1983,13841,,
CUB,1983,4705,,
CYP,1983,10544,,
CZE,1983,12301,,
OWID_CZS,1983,12986,,
COD,1983,909,,
DNK,1983,25450,,
DJI,1983,2963,,
DMA,1983,2644,,
DOM,1983,3905,,
ECU,1983,6252,,
EGY,1983,3701,,
SLV,1983,3330,,
GNQ,1983,2534,,
EST,1983,16361,,
SWZ,1983,2888,,
ETH,1983,999,,
FIN,1983,21944,,
,1983,1527,,
FRA,1983,24300,,
GAB,1983,8281,,
GMB,1983,1482,,
GEO,1983,12234,,
DEU,1983,22840,,
GHA,1983,1487,,
GRC,1983,14132,,
GTM,1983,5585,,
GIN,1983,850,,
GNB,1983,1129,,
HTI,1983,1835,,
HND,1983,2947,,
HKG,1983,19349,,
HUN,1983,10401,,
ISL,1983,24605,,
IND,1983,1663,,
IDN,1983,2994,,
IRN,1983,7108,,
IRQ,1983,6805,,
IRL,1983,13931,,
ISR,1983,18468,,
ITA,1983,21345,,
JAM,1983,5117,,
JPN,1983,22805,,
JOR,1983,7262,,
KAZ,1983,11735,,
KEN,1983,1627,,
KWT,1983,14292,,
KGZ,1983,5992,,
LAO,1983,1283,,
LVA,1983,14376,,
LBN,1983,3402,,
LSO,1983,1561,,
LBR,1983,3572,,
LBY,1983,6237,,
LTU,1983,13718,,
LUX,1983,25738,,
MDG,1983,1395,,
MWI,1983,913,,
MYS,1983,6529,,
MLI,1983,1057,,
MLT,1983,9586,,
MRT,1983,1553,,
MUS,1983,7516,,
MEX,1983,9656,,
MDA,1983,10378,,
MNG,1983,1876,,
MNE,1983,7610,,
MAR,1983,3606,,
MOZ,1983,1694,,
MMR,1983,1451,,
NAM,1983,5734,,
NPL,1983,1076,,
NLD,1983,23086,,
NZL,1983,21015,,
NIC,1983,3437,,
NER,1983,1180,,
NGA,1983,1631,,
MKD,1983,9728,,
NOR,1983,24924,,
OMN,1983,8521,,
PAK,1983,2077,,
PSE,1983,4733,,
PAN,1983,7186,,
PRY,1983,4935,,
PER,1983,5729,,
PHL,1983,3837,,
POL,1983,8764,,
PRT,1983,13158,,
PRI,1983,12428,,
QAT,1983,23146,,
ROU,1983,6418.194,,
RUS,1983,12420,,
RWA,1983,1722,,
LCA,1983,3229,,
STP,1983,2656,,
SAU,1983,17315,,
SEN,1983,2153,,
SRB,1983,10707,,
SYC,1983,5638,,
SLE,1983,1575,,
SGP,1983,15720,,
SVN,1983,20451,,
ZAF,1983,6554,,
KOR,1983,7611.7344,,
ESP,1983,14240.944,,
LKA,1983,3268,,
SWE,1983,24412,,
CHE,1983,28009.328,,
SYR,1983,10581,,
TWN,1983,9530,,
TJK,1983,5547,,
TZA,1983,875,,
THA,1983,4538,,
TGO,1983,1211,,
TTO,1983,16982,,
TUN,1983,4844,,
TUR,1983,6489,,
TKM,1983,6535,,
OWID_USS,1983,10659,,
UGA,1983,1014,,
UKR,1983,9288,,
ARE,1983,32737,,
GBR,1983,21366,,
USA,1983,30158,,
URY,1983,8950,,
UZB,1983,7672,,
VEN,1983,14155,,
VNM,1983,1333,,
YEM,1983,3827,,
OWID_YGS,1983,9907,,
ZMB,1983,1320,,
ZWE,1983,2190,,
AFG,1984,1337,,
ALB,1984,3826,,
DZA,1984,5361,,
AGO,1984,1259,,
ARG,1984,11837,,
ARM,1984,10181,,
AUS,1984,24009,,
AUT,1984,23016,,
AZE,1984,8360,,
BHR,1984,7264,,
BGD,1984,918,,
BRB,1984,11772,,
BLR,1984,10957,,
BEL,1984,23644,,
BEN,1984,1809,,
BOL,1984,3561,,
BIH,1984,6843,,
BWA,1984,3124,,
BRA,1984,7438,,
BGR,1984,10249,,
BFA,1984,1129,,
BDI,1984,968,,
KHM,1984,1476,,
CMR,1984,2450,,
CAN,1984,26836,,
CPV,1984,1626,,
CAF,1984,1146,,
TCD,1984,601,,
CHL,1984,7992,,
CHN,1984,2444,,
COL,1984,6741,,
COM,1984,1168,,
COG,1984,4664,,
CRI,1984,7065,,
CIV,1984,2703,,
HRV,1984,14104,,
CUB,1984,5051,,
CYP,1984,11330,,
CZE,1984,12573,,
OWID_CZS,1984,13260,,
COD,1984,932,,
DNK,1984,26581,,
DJI,1984,2944,,
DMA,1984,2802,,
DOM,1984,3830,,
ECU,1984,6336,,
EGY,1984,3810,,
SLV,1984,3357,,
GNQ,1984,2437,,
EST,1984,16660,,
SWZ,1984,2858,,
ETH,1984,956,,
FIN,1984,22486,,
,1984,1404,,
FRA,1984,24519,,
GAB,1984,8612,,
GMB,1984,1462,,
GEO,1984,13128,,
DEU,1984,23564,,
GHA,1984,1530,,
GRC,1984,14453,,
GTM,1984,5469,,
GIN,1984,824,,
GNB,1984,1162,,
HTI,1984,1803,,
HND,1984,2968,,
HKG,1984,21042,,
HUN,1984,10696,,
ISL,1984,25357,,
IND,1984,1690,,
IDN,1984,3134,,
IRN,1984,6951,,
IRQ,1984,6593,,
IRL,1984,14435,,
ISR,1984,18305,,
ITA,1984,21868,,
JAM,1984,5059,,
JPN,1984,23548,,
JOR,1984,7599,,
KAZ,1984,11553,,
KEN,1984,1594,,
KWT,1984,14384,,
KGZ,1984,5952,,
LAO,1984,1344,,
LVA,1984,14682,,
LBN,1984,4828,,
LSO,1984,1589,,
LBR,1984,3443,,
LBY,1984,5695,,
LTU,1984,13796,,
LUX,1984,27303,,
MDG,1984,1305,,
MWI,1984,925,,
MYS,1984,6867,,
MLI,1984,1084,,
MLT,1984,9797,,
MRT,1984,1486,,
MUS,1984,7798,,
MEX,1984,9777,,
MDA,1984,10508,,
MNG,1984,1940,,
MNE,1984,7828,,
MAR,1984,3657,,
MOZ,1984,1629,,
MMR,1984,1492,,
NAM,1984,5539,,
NPL,1984,1152,,
NLD,1984,23750,,
NZL,1984,21783,,
NIC,1984,3308,,
NER,1984,956,,
NGA,1984,1527,,
MKD,1984,10007,,
NOR,1984,26321,,
OMN,1984,9526,,
PAK,1984,2106,,
PSE,1984,4807,,
PAN,1984,7192,,
PRY,1984,4945,,
PER,1984,5859,,
PHL,1984,3469,,
POL,1984,9006,,
PRT,1984,12894,,
PRI,1984,13201,,
QAT,1984,20354,,
ROU,1984,6659.454,,
RUS,1984,12379,,
RWA,1984,1597,,
LCA,1984,3403,,
STP,1984,2447,,
SAU,1984,16343,,
SEN,1984,1989,,
SRB,1984,10866,,
SYC,1984,6030,,
SLE,1984,1608,,
SGP,1984,16767,,
SVN,1984,20650,,
